1,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",197.88
1,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",948.66
1,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",230.86
1,Friends - Private Bedroom for 3 in Cozy Community,1874.04
1,Gigi's Room - a Private Suite in a Warm Community,2172.12
1,Golden Gate - Private Bedroom in Warm Community,1199.89
1,Poster Room: a cozy bunked space in warm community,2037.0
1,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",2254.6499999999996
1,Redwood Forest: Private Room+Bath in Warm Co-op,1269.7299999999998
1,Rose Garden - a Magical Bed+Bath in Warm Community,2231.9700000000003
1,Summer of Love - Private Room in a Warm Community,1196.92
1,Tea Garden - a Private Room in a Warm Community,1951.17
1,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1118.41
2,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",514.0999999999999
2,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1141.53
2,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",683.69
2,Friends - Private Bedroom for 3 in Cozy Community,827.6200000000001
2,Gigi's Room - a Private Suite in a Warm Community,1499.4699999999998
2,Golden Gate - Private Bedroom in Warm Community,2134.39
2,Iconic Red Victorian: Shared 'Friends' Hostel Room,458.81000000000006
2,Peacock Suite: Cozy bunked room in warm community,632.44
2,Poster Room: a cozy bunked space in warm community,2250.92
2,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",1920.6
2,Rainbow Room - Private Bedroom in a Warm Community,1302.7099999999998
2,Redwood Forest: Private Room+Bath in Warm Co-op,2931.3399999999997
2,Rose Garden - a Magical Bed+Bath in Warm Community,2405.02
2,Shared Hostel Room in Warm Co-op: Friends Bunks,468.51000000000005
2,Summer of Love - Private Room in a Warm Community,1850.1
2,Tea Garden - a Private Room in a Warm Community,1748.15
2,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",644.0799999999999
3,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",1358.1100000000001
3,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",873.97
3,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",900.1600000000001
3,Friends - Private Bedroom for 3 in Cozy Community,1476.3400000000001
3,Gigi's Room - a Private Suite in a Warm Community,2702.9400000000005
3,Golden Gate - Private Bedroom in Warm Community,3338.74
3,Iconic Red Victorian: Shared 'Friends' Hostel Room,422.22
3,Peacock Suite: Cozy bunked room in warm community,517.98
3,Poster Room: a cozy bunked space in warm community,3366.85
3,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",2948.7999999999997
3,Rainbow Room - Private Bedroom in a Warm Community,2927.46
3,Redwood Forest: Private Room+Bath in Warm Co-op,3089.4500000000003
3,Rose Garden - a Magical Bed+Bath in Warm Community,2687.93
3,Shared Hostel Room in Warm Co-op: Friends Bunks,1122.29
3,Summer of Love - Private Room in a Warm Community,2373.59
3,Tea Garden - a Private Room in a Warm Community,2968.71
3,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1114.59
4,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",1036.9299999999998
4,"Bunk #3, Poster Room: Comfy Bed in Shared Room",100.88
4,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1315.2799999999997
4,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",1254.4799999999998
4,Friends - Private Bedroom for 3 in Cozy Community,1190.36
4,Gigi's Room - a Private Suite in a Warm Community,2104.71
4,Golden Gate - Private Bedroom in Warm Community,3341.98
4,Iconic Red Victorian: Shared 'Friends' Hostel Room,894.4599999999999
4,Poster Room: a cozy bunked space in warm community,3455.1399999999994
4,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",3820.0
4,Rainbow Room - Private Bedroom in a Warm Community,3529.34
4,Redwood Forest: Private Room+Bath in Warm Co-op,2981.78
4,Rose Garden - a Magical Bed+Bath in Warm Community,3503.64
4,Shared Hostel Room in Warm Co-op: Friends Bunks,1407.47
4,Summer of Love - Private Room in a Warm Community,2225.5099999999998
4,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1213.47
5,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",1144.6
5,"Bunk #1, Poster Room: Comfy Bed in Shared Room",734.29
5,"Bunk #2, Poster Room: Comfy Bed in Shared Room",842.93
5,"Bunk #3, Poster Room: Comfy Bed in Shared Room",741.78
5,"Bunk #4, Poster Room: Comfy Bed in Shared Room",628.13
5,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1359.8799999999999
5,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",965.8299999999999
5,Friends - Private Bedroom for 3 in Cozy Community,1712.0500000000002
5,Gigi's Room - a Private Suite in a Warm Community,3256.46
5,Golden Gate - Private Bedroom in Warm Community,3915.7899999999995
5,Iconic Red Victorian: Shared 'Friends' Hostel Room,1036.93
5,Poster Room: a cozy bunked space in warm community,1813.9
5,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",2709.2099999999996
5,Redwood Forest: Private Room+Bath in Warm Co-op,3456.1499999999996
5,Rose Garden - a Magical Bed+Bath in Warm Community,2762.0700000000006
5,Shared Hostel Room in Warm Co-op: Friends Bunks,1455.47
5,Summer of Love - Private Room in a Warm Community,3126.15
5,Tea Garden - a Private Room in a Warm Community,3159.0
5,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1173.7
6,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",1799.39
6,"Bunk #1, Poster Room: Comfy Bed in Shared Room",1279.5099999999998
6,"Bunk #2, Poster Room: Comfy Bed in Shared Room",1267.3200000000002
6,"Bunk #3, Poster Room: Comfy Bed in Shared Room",1418.8
6,"Bunk #4, Poster Room: Comfy Bed in Shared Room",1444.33
6,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1439.07
6,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",1384.5600000000002
6,Friends - Private Bedroom for 3 in Cozy Community,3104.08
6,Gigi's Room - a Private Suite in a Warm Community,4394.66
6,Golden Gate - Private Bedroom in Warm Community,2966.2599999999998
6,Iconic Red Victorian: Shared 'Friends' Hostel Room,325.92
6,Poster Room: a cozy bunked space in warm community,499.55
6,Private Room in Historic B&B - Skylight Room,730.41
6,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",4752.339999999999
6,Redwood Forest: Private Room+Bath in Warm Co-op,3748.74
6,Rose Garden - a Magical Bed+Bath in Warm Community,3077.42
6,Shared Hostel Room in Warm Co-op: Friends Bunks,804.1299999999999
6,Summer of Love - Private Room in a Warm Community,3359.9400000000005
6,Tea Garden - a Private Room in a Warm Community,3554.5599999999995
6,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1768.4099999999999
7,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",748.72
7,"Bunk #1, Poster Room: Comfy Bed in Shared Room",1105.3300000000002
7,"Bunk #2, Poster Room: Comfy Bed in Shared Room",1515.8999999999999
7,"Bunk #3, Poster Room: Comfy Bed in Shared Room",1103.37
7,"Bunk #4, Poster Room: Comfy Bed in Shared Room",648.93
7,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1846.3799999999999
7,Earth Charter - Private Room in a Warm Community,2817.85
7,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",1765.2099999999998
7,Flower Child - Private Room with Bathroom,2601.73
7,Friends - Private Bedroom for 3 in Cozy Community,1185.34
7,Gigi's Room - a Private Suite in a Warm Community,3167.29
7,Golden Gate - Private Bedroom in Warm Community,4569.05
7,Iconic Red Victorian: Shared 'Friends' Hostel Room,1212.5
7,Poster Room: a cozy bunked space in warm community,1056.33
7,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",4174.88
7,Redwood Forest: Private Room+Bath in Warm Co-op,4538.47
7,Rose Garden - a Magical Bed+Bath in Warm Community,4882.01
7,Shared Hostel Room in Warm Co-op: Friends Bunks,1489.92
7,Summer of Love - Private Room in a Warm Community,3752.56
7,Tea Garden - a Private Room in a Warm Community,2790.26
7,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1862.4
8,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",1649.97
8,"Bed #1, Hula Hoop Hostel: Cozy Bed in Shared Room",195.75
8,"Bed #2, Hula Hoop Hostel: Cozy Bed in Shared Room",145.11
8,"Bunk #1, Poster Room: Comfy Bed in Shared Room",416.13
8,"Bunk #2, Poster Room: Comfy Bed in Shared Room",884.64
8,"Bunk #3, Poster Room: Comfy Bed in Shared Room",1132.0900000000001
8,"Bunk #4, Poster Room: Comfy Bed in Shared Room",963.05
8,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1698.47
8,Earth Charter - Private Room in a Warm Community,3700.55
8,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",1815.4099999999999
8,Flower Child - Private Room with Bathroom,3972.15
8,Friends - Private Bedroom for 3 in Cozy Community,2047.32
8,Gigi's Room - a Private Suite in a Warm Community,2703.1399999999994
8,Golden Gate - Private Bedroom in Warm Community,4269.9400000000005
8,Hula Hoop - Shared Room in a Warm Community,1316.29
8,Iconic Red Victorian: Shared 'Friends' Hostel Room,1541.33
8,Poster Room: a cozy bunked space in warm community,2826.58
8,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",4464.0199999999995
8,Redwood Forest: Private Room+Bath in Warm Co-op,5462.07
8,Rose Garden - a Magical Bed+Bath in Warm Community,4395.21
8,Shared Hostel Room in Warm Co-op: Friends Bunks,1863.1899999999998
8,Summer of Love - Private Room in a Warm Community,4156.0
8,Tea Garden - a Private Room in a Warm Community,4451.330000000001
8,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",2417.4700000000003
9,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",1992.3799999999997
9,"Bed #1, Hula Hoop Hostel: Cozy Bed in Shared Room",1330.4499999999998
9,"Bed #2, Hula Hoop Hostel: Cozy Bed in Shared Room",1240.0500000000002
9,"Bunk #1, Poster Room: Comfy Bed in Shared Room",1353.9400000000003
9,"Bunk #2, Poster Room: Comfy Bed in Shared Room",1356.8700000000001
9,"Bunk #3, Poster Room: Comfy Bed in Shared Room",1242.57
9,"Bunk #4, Poster Room: Comfy Bed in Shared Room",1277.49
9,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1921.5700000000002
9,Earth Charter - Private Room in a Warm Community,4109.89
9,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",1162.44
9,Flower Child - Private Room with Bathroom,4848.0599999999995
9,Friends - Private Bedroom for 3 in Cozy Community,334.65
9,Gigi's Room - a Private Suite in a Warm Community,872.03
9,Golden Gate - Private Bedroom in Warm Community,4860.65
9,Hula Hoop - Shared Room in a Warm Community,2914.42
9,Iconic Red Victorian: Shared 'Friends' Hostel Room,1346.36
9,Poster Room: a cozy bunked space in warm community,2162.13
9,Private Room in Historic B&B - Playground Room,4011.0299999999997
9,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",5740.79
9,Redwood Forest: Private Room+Bath in Warm Co-op,5308.13
9,Rose Garden - a Magical Bed+Bath in Warm Community,4479.46
9,Shared Hostel Room in Warm Co-op: Friends Bunks,2605.0099999999998
9,Summer of Love - Private Room in a Warm Community,400.61
9,Tea Garden - a Private Room in a Warm Community,4466.850000000001
9,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1612.02
10,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",1340.2700000000002
10,"Bed #1, Hula Hoop Hostel: Cozy Bed in Shared Room",534.47
10,"Bed #2, Hula Hoop Hostel: Cozy Bed in Shared Room",168.78
10,"Bunk #1, Poster Room: Comfy Bed in Shared Room",1036.44
10,"Bunk #2, Poster Room: Comfy Bed in Shared Room",692.5799999999999
10,"Bunk #3, Poster Room: Comfy Bed in Shared Room",486.93999999999994
10,"Bunk #4, Poster Room: Comfy Bed in Shared Room",937.02
10,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1714.9599999999998
10,Earth Charter - Private Room in a Warm Community,3144.74
10,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",1562.1599999999999
10,Flower Child - Private Room with Bathroom,3300.0599999999995
10,Friends - Private Bedroom for 3 in Cozy Community,2639.3699999999994
10,Gigi's Room - a Private Suite in a Warm Community,3789.7899999999995
10,Golden Gate - Private Bedroom in Warm Community,3704.86
10,Hula Hoop - Shared Room in a Warm Community,1152.3600000000001
10,Iconic Red Victorian: Shared 'Friends' Hostel Room,512.81
10,Poster Room: a cozy bunked space in warm community,2568.6800000000003
10,Private Room in Historic B&B - Peace Room,2268.79
10,Private Room in Historic B&B - Playground Room,2520.06
10,Private Room in Historic B&B - Skylight Room,2132.0600000000004
10,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",3030.6900000000005
10,Redwood Forest: Private Room+Bath in Warm Co-op,4440.54
10,Rose Garden - a Magical Bed+Bath in Warm Community,4359.530000000001
10,Shared Hostel Room in Warm Co-op: Friends Bunks,953.65
10,Summer of Love - Private Room in a Warm Community,579.0899999999999
10,Tea Garden - a Private Room in a Warm Community,3551.54
10,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1640.8500000000001
11,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",1047.15
11,"Bed #1, Hula Hoop Hostel: Cozy Bed in Shared Room",308.46
11,"Bed #2, Hula Hoop Hostel: Cozy Bed in Shared Room",265.39
11,"Bunk #1, Poster Room: Comfy Bed in Shared Room",915.72
11,"Bunk #2, Poster Room: Comfy Bed in Shared Room",954.46
11,"Bunk #3, Poster Room: Comfy Bed in Shared Room",992.78
11,"Bunk #4, Poster Room: Comfy Bed in Shared Room",1096.53
11,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",1306.0599999999997
11,Earth Charter - Private Room in a Warm Community,2130.12
11,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",712.1400000000001
11,Flower Child - Private Room with Bathroom,2208.2
11,Friends - Private Bedroom for 3 in Cozy Community,1168.68
11,Gigi's Room - a Private Suite in a Warm Community,2123.33
11,Golden Gate - Private Bedroom in Warm Community,1812.37
11,Hula Hoop - Shared Room in a Warm Community,597.64
11,Iconic Red Victorian: Shared 'Friends' Hostel Room,365.04999999999995
11,Private Room in Historic B&B - Peace Room,2128.96
11,Private Room in Historic B&B - Playground Room,1703.67
11,Private Room in Historic B&B - Skylight Room,1776.65
11,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",2265.92
11,Rainbow Room - Private Bedroom in a Warm Community,329.8
11,Redwood Forest: Private Room+Bath in Warm Co-op,2466.7100000000005
11,Rose Garden - a Magical Bed+Bath in Warm Community,3193.2399999999993
11,Shared Hostel Room in Warm Co-op: Friends Bunks,313.31
11,Tea Garden - a Private Room in a Warm Community,1761.52
11,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1129.37
12,"Air Bunk, Peacock Room: Cozy Bed in Shared Room",873.0
12,"Bed #1, Hula Hoop Hostel: Cozy Bed in Shared Room",332.71000000000004
12,"Bed #2, Hole in the Wall: Comfy Bed in Shared Room",38.8
12,"Bed #2, Hula Hoop Hostel: Cozy Bed in Shared Room",246.38
12,"Bunk #1, Poster Room: Comfy Bed in Shared Room",1120.63
12,"Bunk #2, Poster Room: Comfy Bed in Shared Room",976.97
12,"Bunk #3, Poster Room: Comfy Bed in Shared Room",679.97
12,"Bunk #4, Poster Room: Comfy Bed in Shared Room",929.26
12,Cozy lofted room in arts hostel - Butterfly Room,1680.5200000000002
12,"Earth Bunk, Peacock Room: Cozy Bed in Shared Room",870.4599999999999
12,Earth Charter - Private Room in a Warm Community,1904.11
12,"Fire Bunk, Peacock Room: Cozy Bed in Shared Room",803.49
12,Flower Child - Private Room with Bathroom,2272.88
12,Friends - Private Bedroom for 3 in Cozy Community,1800.3200000000002
12,Gigi's Room - a Private Suite in a Warm Community,2816.38
12,Golden Gate - Private Bedroom in Warm Community,2616.4200000000005
12,Hole in the Wall: a cozy room in historic hotel,906.95
12,Hula Hoop - Shared Room in a Warm Community,1075.78
12,Iconic Red Victorian: Shared 'Friends' Hostel Room,358.58000000000004
12,Private Room in Historic B&B - Peace Room,1536.2499999999998
12,Private Room in Historic B&B - Playground Room,2396.5699999999997
12,Private Room in Historic B&B - Skylight Room,2314.53
12,"Private Suite w/ Bath, Artsy Hotel/Co-op: Sunshine",2985.66
12,Rainbow Room - Private Bedroom in a Warm Community,1712.1299999999999
12,Redwood Forest: Private Room+Bath in Warm Co-op,2549.92
12,Rose Garden - a Magical Bed+Bath in Warm Community,2426.94
12,Shared Hostel Room in Warm Co-op: Friends Bunks,560.6600000000001
12,Tea Garden - a Private Room in a Warm Community,2346.12
12,"Water Bunk, Peacock Room: Cozy Bed in Shared Room",1042.1399999999999
